laptop_ID,Price_euros,Company,TypeName,Inches,Resolution,Screen.Type,Cpu.Vendor,Cpu.Series,Cpu.Speed..GHz.,Ram..GB.,Storage.Type,Memory..GB.,Gpu.Vendor,OpSys,Weight..Kg.,average_rating,rating_count
337,943,Toshiba,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,2,4.4,17
338,1334,Asus,Notebook,14,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Intel,win,2,3.9,13
340,999,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Nvidia,win,2.5,3.8,296
341,1268,HP,Notebook,14,FHD,Unspecified,Intel,i5,2.6,8,SSD,256,Intel,win,1.48,2.6,3
342,1049,Dell,Ultrabook,15.6,FHD,IPS,Intel,i5,1.6,8,SSD,128,Nvidia,win,1.9,3.7,68
344,274.99,Asus,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,1024,Intel,lin,2,3,12
345,1142.75,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,1.6,8,SSD,256,Nvidia,win,2,3.7,68
347,899,Lenovo,Notebook,15.6,FHD,Unspecified,AMD,9720P,3.6,12,HDD,2048,AMD,win,2.2,3.9,308
352,279,HP,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,32,Intel,win,1.44,3.8,1629
354,375,Asus,2 in 1 Convertible,11.6,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.5,4.3,971
355,663,Dell,Ultrabook,15.6,FHD,Unspecified,Intel,i5,1.6,8,HDD,1024,AMD,win,1.9,3.3,35
358,1409,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.7,2.8,2
360,1403,Toshiba,Notebook,15.6,FHD,IPS,Intel,i7,2.5,16,SSD,512,Nvidia,win,2.4,5,4
362,321.99,Lenovo,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,1024,Intel,no ,2.2,4,12
363,999,Dell,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,win,2.65,3.7,24
364,557.37,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,HDD,2048,Intel,win,2.36,3.9,183
365,1427,Dell,Notebook,14,FHD,Unspecified,Intel,i5,2.6,8,SSD,256,Intel,win,1.36,2.6,7
367,945,Asus,Notebook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,2,4.2,108
368,719,Lenovo,Notebook,17.3,HD,Unspecified,Intel,i5,2.5,6,SSD,128,Nvidia,win,2.8,3.2,49
371,389,HP,Notebook,15.6,HD,Unspecified,Intel,Quad Core,1.6,8,HDD,2048,Intel,win,2.04,3.4,3
372,1085,Dell,Notebook,17.3,FHD,Unspecified,Intel,i5,1.6,8,SSD,128,AMD,win,2.8,2.7,5
373,809,Lenovo,Gaming,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,128,Nvidia,no ,2.4,4.1,92
376,1099,Asus,2 in 1 Convertible,15.6,FHD,Unspecified,Intel,i7,2.7,12,SSD,512,Nvidia,win,2.26,3.2,75
377,426,Acer,Notebook,15.6,HD,Unspecified,AMD,9420,3,4,SSD,128,AMD,win,2.1,3.8,98
378,2199,Asus,Gaming,17.3,FHD,IPS,AMD,7,3,16,SSD,256,AMD,win,3.25,3.4,31
380,869.01,Dell,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i7,1.8,8,SSD,256,Intel,win,1.62,4.2,75
381,488.99,HP,Notebook,15.6,FHD,Unspecified,AMD,9420,3,4,SSD,256,AMD,win,1.91,4.4,35
382,553,Lenovo,Netbook,11.6,HD,IPS,Intel,Quad Core,1.1,4,SSD,128,Intel,win,1.59,4.2,79
384,286,Asus,Notebook,14,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,32,Intel,win,1.5,3.6,67
386,1191,HP,Gaming,17.3,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,3.35,4.6,93
388,1655,Asus,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.3,3.9,111
390,1748.9,Asus,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,1.1,4.2,95
391,2282,Lenovo,Ultrabook,14,QHD,IPS,Intel,i7,2.7,8,SSD,512,Intel,win,1.13,3.7,15
392,549,Lenovo,Notebook,13.3,FHD,IPS,Intel,i3,2.4,4,SSD,128,Intel,win,1.5,3.8,5306
395,2509,Lenovo,2 in 1 Convertible,14,QHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,1.42,3.7,15
396,1039,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,HDD,1024,Nvidia,win,3,3.8,296
397,1591,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,3,3.7,16
399,693.99,Acer,Notebook,15.6,HD,IPS,Intel,i5,1.6,12,HDD,1024,Nvidia,win,2.2,4,172
400,1349,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Nvidia,win,2.7,4.3,101
403,1229.56,Lenovo,Notebook,15.6,FHD,IPS,Intel,i7,1.8,8,SSD,256,AMD,win,2.1,3.9,13
407,306,Lenovo,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,1024,Intel,win,2.2,4,12
408,1529,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.9,3.8,296
409,1144.5,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,1.6,8,SSD,256,AMD,win,2.1,3.9,13
410,879,Acer,Notebook,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Nvidia,lin,2.5,3.5,14
412,1873,Asus,Ultrabook,14,FHD,Unspecified,Intel,i7,2.7,8,SSD,512,Intel,win,1.1,3.8,111
413,1747,Toshiba,Ultrabook,13.3,FHD,Unspecified,Intel,i7,2.5,16,SSD,512,Intel,win,1.2,4.1,17
415,409,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,500,Intel,win,2.2,3.5,46
416,304.45,Lenovo,Notebook,11.6,HD,Unspecified,Intel,Dual Core,1.1,2,SSD,32,Intel,win,1.15,3.3,44
419,469,HP,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,win,2.1,4.2,45
421,928,Asus,2 in 1 Convertible,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.27,3.8,47
422,598.9,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,AMD,lin,2.3,4.5,76
423,689,Dell,Notebook,13.3,HD,Unspecified,Intel,i3,2,4,SSD,128,Intel,win,1.65,5,2
425,539.95,Dell,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,win,2.14,3.9,183
427,1899,Lenovo,2 in 1 Convertible,15.6,UHD,IPS,Intel,i7,2.8,16,SSD,512,Nvidia,win,2,3.7,71
432,1159,Dell,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.62,3.9,28
434,1099,Dell,Ultrabook,14,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Intel,lin,1.6,4.6,3
435,1999,HP,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,12,SSD,256,Nvidia,win,3.35,3.8,49
437,269,Samsung,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,16,Intel,chr,1.15,4.5,15
438,1010,Lenovo,Notebook,13.3,FHD,IPS,Intel,i7,2.7,8,SSD,256,Intel,win,1.4,4,17
439,599,Lenovo,Notebook,14,FHD,IPS,Intel,i3,2.7,4,SSD,128,Intel,win,1.7,4.2,20
441,2449,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.9,16,SSD,512,Nvidia,win,2.5,4.6,2
444,2199,Google,Ultrabook,12.3,FHD,Unspecified,Intel,i7,1.3,16,SSD,512,Intel,chr,1.1,4,173
446,559,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,4,SSD,256,Intel,lin,2,3.8,18
447,519,Lenovo,Notebook,17.3,HD,Unspecified,AMD,9220,2.5,8,HDD,1024,AMD,win,2.8,3.9,189
448,749,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,1.6,4,SSD,256,AMD,win,2.2,3.3,35
450,349,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,Quad Core,1.1,4,SSD,128,Intel,win,2.2,4,12
451,1099,HP,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.2,4.7,2
453,441.8,Acer,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,4,HDD,500,Intel,lin,2.4,4,501
455,1027.74,MSI,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.2,4.4,184
456,2589,Microsoft,Ultrabook,13.5,FHD,Unspecified,Intel,i7,2.5,16,SSD,512,Intel,win,1.25,4.5,1159
457,589,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,SSD,128,Intel,win,1.91,4,15
460,1345,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.65,5,7
462,479,Dell,2 in 1 Convertible,11.6,HD,Unspecified,Intel,Quad Core,1.6,4,HDD,500,Intel,win,1.47,3.4,662
464,989,Microsoft,Ultrabook,13.5,FHD,Unspecified,Intel,M,2.2,4,SSD,128,Intel,win,1.252,4.5,46
465,1799,Microsoft,Ultrabook,13.5,FHD,Unspecified,Intel,i7,2.5,8,SSD,256,Intel,win,1.25,4.5,1161
467,544,Acer,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,1024,Nvidia,win,2.23,4.3,2127
469,749,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,win,2.37,4,387
473,469,Acer,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,500,Nvidia,win,2.2,3.4,12
474,759,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,1.6,8,HDD,2048,AMD,win,2.02,3.3,35
475,1699,HP,Gaming,17.3,FHD,IPS,Intel,i7,2.8,12,HDD,1024,Nvidia,win,3.78,2.5,2
476,1858,Lenovo,Ultrabook,14,QHD,IPS,Intel,i7,2.6,12,SSD,256,Intel,win,1.4,3.5,17
477,1999,HP,2 in 1 Convertible,13.3,UHD,IPS,Intel,i7,1.8,8,SSD,512,Intel,win,1.29,3.9,95
479,1275,Google,Ultrabook,12.3,FHD,Unspecified,Intel,i5,1.2,8,SSD,128,Intel,chr,1.1,3.9,437
481,1299,Asus,Notebook,15.6,UHD,IPS,Intel,i7,2.6,12,SSD,128,Intel,win,2.06,3.6,333
484,1364,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,180,Intel,win,1.7,5,7
487,1262,Dell,Notebook,15.6,FHD,IPS,Intel,i7,1.8,8,SSD,512,Nvidia,win,2.16,4.8,5
488,586.6,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2.4,4,HDD,1024,Intel,win,2.18,3.9,3
491,565,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,SSD,128,Intel,win,2.3,4.7,7
494,1899,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,512,Nvidia,win,2.06,1.9,2
496,1950,Asus,Ultrabook,12.5,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,0.91,3.8,111
497,1011.99,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.3,4.7,7
499,1350,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,1.99,3.6,137
500,579,Acer,Notebook,15.6,HD,Unspecified,AMD,9620P,2.5,8,HDD,1024,AMD,win,2.2,4.5,667
502,1099,Lenovo,Ultrabook,12.5,HD,IPS,Intel,i5,2.3,8,SSD,180,Intel,win,1.3,4,20
504,1749,HP,Notebook,14,FHD,Unspecified,Intel,i7,2.8,8,SSD,1024,Intel,win,1.48,2.9,8
506,911,Lenovo,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,2.3,4.3,6
508,618.99,HP,Notebook,15.6,HD,Unspecified,Intel,i5,2.5,8,SSD,256,AMD,win,1.91,4,15
509,1599,Lenovo,2 in 1 Convertible,13.9,FHD,IPS,Intel,i5,1.6,8,SSD,256,Intel,win,1.4,3.8,72
510,299,Lenovo,Notebook,14,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,500,Intel,win,2.1,3.8,278
513,1224,Asus,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,Intel,win,2,4,49
514,613,Acer,Notebook,15.6,FHD,IPS,Intel,i5,1.6,4,HDD,1024,Nvidia,win,2.2,4,172
516,1149,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,256,Nvidia,no ,2.4,3.9,3
517,899,Dell,Ultrabook,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,128,Intel,win,1.29,4,101
518,639,Acer,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,4,HDD,500,Nvidia,win,2.2,3,15
519,836,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,win,2.18,3.5,4
523,521.47,HP,Notebook,15.6,HD,Unspecified,Intel,i5,1.6,4,HDD,1024,Intel,win,2.04,4.2,46
524,2968,Asus,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,24,SSD,512,Nvidia,win,2.24,3.7,68
525,889,HP,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.04,3.7,8
526,1504,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,3,3.8,296
527,1399,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,256,Nvidia,win,3.2,3.6,38
528,1399,HP,Ultrabook,13.3,FHD,IPS,Intel,i7,2.7,8,SSD,256,Intel,win,1.32,5,5
529,1279.73,Dell,Notebook,14,FHD,Unspecified,Intel,i5,2.6,8,SSD,256,Intel,win,1.64,5,2
531,889,Dell,Notebook,17.3,FHD,IPS,Intel,i5,1.6,8,SSD,128,AMD,lin,2.8,2.7,5
533,799,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,4,HDD,1024,Nvidia,win,2.2,3.2,13
534,459,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i3,2,8,HDD,2048,Nvidia,no ,2.2,3.8,43
537,3012.77,Dell,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,128,Nvidia,win,4.42,2.9,10
539,1299,Asus,Notebook,15.6,UHD,IPS,Intel,i7,2.7,8,SSD,256,Nvidia,win,2,3.6,8
540,369,Mediacom,Notebook,13.3,FHD,IPS,Intel,Quad Core,1.1,4,SSD,32,Intel,win,1.2,3.8,13
541,1649,Asus,Gaming,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.3,3.9,111
546,859,Lenovo,Notebook,14,FHD,IPS,Intel,i7,2.7,8,SSD,256,Nvidia,win,1.87,4.2,6
547,1399,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i7,1.8,8,SSD,256,Intel,win,1.2,4.4,17
548,735.87,Dell,Notebook,14,FHD,Unspecified,Intel,i3,2,4,SSD,128,Intel,win,1.6,4,53
550,798,Acer,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,lin,2.4,4.4,579
551,349,Asus,Notebook,15.6,HD,Unspecified,AMD,7110,1.8,4,HDD,500,AMD,win,2,4.5,19
552,705.5,HP,Notebook,15.6,FHD,Unspecified,Intel,i3,2.4,4,SSD,128,Intel,win,2.1,4.4,95
557,499,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,SSD,128,Intel,win,2.2,4,35
558,1116.99,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.9,2.5,3
559,2699,Dell,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,4.42,2.9,10
560,544.15,HP,Notebook,17.3,HD,Unspecified,Intel,i3,2,8,HDD,1024,Intel,win,2.65,4.4,265
562,224,Asus,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,500,Intel,lin,2,4.3,9
566,617.9,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,win,2.18,3.6,610
567,349,Acer,2 in 1 Convertible,11.6,FHD,IPS,Intel,Dual Core,2,4,SSD,32,Intel,win,1.25,3.1,70
570,2999,Lenovo,Notebook,17.3,FHD,IPS,Intel,i7,2.8,8,SSD,256,Nvidia,win,3.4,4.4,12
571,839,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.5,3.9,109
572,1599,Dell,Ultrabook,13.3,UHD,IPS,Intel,i5,1.6,8,SSD,128,Intel,win,1.21,4.4,11
575,344,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,Quad Core,1.1,4,HDD,500,Intel,win,2.2,4,12
578,389,HP,Notebook,14,HD,Unspecified,Intel,Quad Core,1.6,8,HDD,2048,Intel,win,1.94,4.2,26
579,649,HP,Notebook,15.6,FHD,IPS,AMD,A9-9420,3,6,SSD,256,AMD,win,1.95,4.1,264
580,830,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,2.3,4.7,7
584,2663,Lenovo,Gaming,17.3,FHD,IPS,Intel,i7,2.7,32,SSD,256,Nvidia,win,4.6,4.4,10
585,2729,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.9,16,SSD,512,Nvidia,win,4.14,3.5,77
586,749.01,Dell,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,SSD,256,AMD,lin,2.2,3.3,116
587,389,Mediacom,Notebook,14,FHD,IPS,Intel,Quad Core,1.1,4,SSD,32,Intel,win,1.45,3.8,13
591,295,Dell,Netbook,11.6,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,16,Intel,chr,1.26,4.4,104
592,2349,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.7,16,SSD,128,Nvidia,win,4.5,3.9,110
593,1498,HP,Gaming,17.3,FHD,IPS,Intel,i7,2.8,16,SSD,256,Nvidia,win,3.78,2.5,2
594,1673,Lenovo,Ultrabook,14,FHD,IPS,Intel,i7,2.6,12,SSD,256,Intel,win,1.4,3.5,17
595,609,Lenovo,Notebook,15.6,HD,Unspecified,Intel,i7,1.8,12,HDD,1024,Intel,win,2.2,3,11
596,1770,Asus,Gaming,17.3,FHD,IPS,Intel,i5,2.5,8,SSD,128,Nvidia,win,2.73,3.9,111
597,739,Asus,2 in 1 Convertible,15.6,HD,Unspecified,Intel,i5,2.5,8,HDD,1024,Intel,win,2.2,3.2,131
598,949,Lenovo,Notebook,15.6,FHD,Unspecified,AMD,9720P,3.6,12,SSD,512,AMD,win,2.2,3.9,308
599,603,Dell,2 in 1 Convertible,11.6,HD,Unspecified,Intel,M,1,4,SSD,128,Intel,win,1.39,3.1,40
601,529,Lenovo,Notebook,17.3,FHD,Unspecified,Intel,i3,2,4,HDD,500,Intel,no ,2.8,3.2,49
603,2025,Lenovo,2 in 1 Convertible,13.3,FHD,IPS,Intel,i7,2.7,8,SSD,512,Intel,win,1.37,3.7,15
604,1474,Lenovo,Notebook,14,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.7,4.5,67
605,1670,Dell,2 in 1 Convertible,12.5,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.34,5,3
608,668.48,HP,Notebook,15.6,HD,Unspecified,Intel,i3,2.4,4,HDD,500,Intel,win,2.1,4.4,95
609,329,Acer,Notebook,14,FHD,Unspecified,Intel,Quad Core,1.1,4,SSD,32,Intel,win,1.6,3.7,916
610,2199,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.7,16,SSD,128,Nvidia,win,4.14,4.3,341
611,465,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,AMD,lin,2.18,3.6,610
612,2299,MSI,Gaming,15.6,UHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,1.8,3.4,16
613,1399,Toshiba,Notebook,15.6,FHD,IPS,Intel,i7,2.5,8,SSD,256,Intel,win,2.2,5,2
614,564,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,6,HDD,1024,Intel,win,2.4,4,3
615,1299,Lenovo,2 in 1 Convertible,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,256,Intel,win,2,3.7,59
618,879.01,Dell,Gaming,15.6,FHD,Unspecified,Intel,i7,2.6,16,HDD,1024,Nvidia,win,2.59,3.6,34
619,443.9,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,Intel,lin,2.18,3.9,3
620,359,Dell,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,1024,Intel,lin,2.25,4,53
622,1168,Asus,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,3,3.8,296
625,2267.86,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.94,4.3,341
626,379,Acer,2 in 1 Convertible,11.6,HD,IPS,Intel,Quad Core,1.6,4,SSD,32,Intel,chr,1.25,3,11
627,1124,HP,Notebook,14,HD,Unspecified,Intel,i5,2.6,8,SSD,256,Intel,win,2.31,4.1,7
628,1465,Lenovo,Notebook,14,FHD,Unspecified,Intel,i5,2.3,8,SSD,256,Intel,win,1.65,4.6,5
629,776,Dell,Notebook,15.6,FHD,Unspecified,Intel,i5,1.6,4,HDD,1024,AMD,win,2.2,3.3,35
632,899,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,Nvidia,win,2.2,3.2,13
633,239,Mediacom,Notebook,14,FHD,Unspecified,Intel,x5-Z8350,1.44,2,SSD,32,Intel,win,1.4,3.9,138
635,639.01,Asus,2 in 1 Convertible,13.3,FHD,Unspecified,Intel,i5,2.5,6,HDD,1024,Intel,win,1.5,3.2,131
637,1900,Asus,Ultrabook,14,FHD,Unspecified,Intel,i7,2.7,16,SSD,512,Intel,win,1.1,3.8,111
639,1479,Dell,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.62,5,2
641,579,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i3,2,4,HDD,1024,Nvidia,win,2.2,3.8,43
642,399,Asus,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,8,HDD,1024,Intel,win,2,3,12
643,906.62,Asus,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,win,1.99,4,245
644,1869,Dell,Ultrabook,13.3,QHD,Unspecified,Intel,i5,1.6,8,SSD,256,Intel,win,1.23,4.4,11
645,249,Lenovo,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,2,SSD,32,Intel,win,1.42,3.6,70
646,1757.42,Lenovo,2 in 1 Convertible,13.3,FHD,IPS,Intel,i7,2.7,8,SSD,256,Intel,win,1.37,3.7,15
647,2399,Dell,Notebook,15.6,UHD,Unspecified,Intel,i7,2.8,16,SSD,1024,Nvidia,win,2.06,1.9,2
648,1109,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.5,3.9,3
649,520.9,HP,Notebook,17,HD,Unspecified,AMD,9420,3,8,HDD,1024,AMD,win,2.6,4,6
650,2450,Lenovo,Ultrabook,14,FHD,IPS,Intel,i7,2.7,16,SSD,512,Intel,win,1.14,3.7,15
651,1169,Asus,Gaming,15.6,FHD,IPS,Intel,i7,2.8,8,HDD,1024,Nvidia,no ,2.5,3.8,296
652,450,Acer,Notebook,15.6,HD,Unspecified,Intel,i3,2,4,HDD,500,Intel,win,2.4,3.1,8
653,274,Lenovo,Notebook,14,HD,Unspecified,Intel,Dual Core,1.6,4,SSD,32,Intel,win,1.43,3.6,70
654,919,Acer,Ultrabook,14,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.8,4,170
655,2599,Razer,Gaming,14,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,1.95,3.4,95
659,709,Acer,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,HDD,1024,Nvidia,lin,2.4,3.5,14
661,1191.8,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.2,4.3,341
666,1196,Lenovo,Gaming,15.6,FHD,IPS,Intel,i7,2.6,8,SSD,128,Nvidia,win,3.31,3.7,148
667,3147.37,Dell,Gaming,17.3,UHD,IPS,Intel,i7,2.8,32,SSD,512,Nvidia,win,4.42,2.9,10
668,1229,Dell,Notebook,14,FHD,Unspecified,Intel,i5,2.4,8,SSD,256,Intel,win,1.56,4.4,457
669,419,Lenovo,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,HDD,500,Intel,win,2.2,4,12
671,539,HP,Notebook,15.6,FHD,Unspecified,Intel,i3,2,6,HDD,1024,AMD,win,2.04,4,404
672,1486.77,MSI,Gaming,17.3,FHD,Unspecified,Intel,i7,2.8,8,SSD,128,Nvidia,win,2.7,2.8,2
673,498,Toshiba,Notebook,15.6,HD,Unspecified,Intel,i3,2.1,4,SSD,128,Intel,win,2.1,3.6,42
675,745,HP,Notebook,15.6,FHD,Unspecified,Intel,i7,2.7,8,HDD,1024,AMD,win,2.1,3.7,88
676,1258,Toshiba,Notebook,15.6,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,2,4.4,17
678,1867.85,Microsoft,Ultrabook,13.5,FHD,Unspecified,Intel,i7,2.8,8,SSD,256,Intel,win,1.252,4.2,937
679,817.95,Lenovo,Notebook,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,128,AMD,win,1.9,3.7,25
680,1034,Lenovo,2 in 1 Convertible,13.3,FHD,IPS,Intel,i5,2.5,8,SSD,256,Intel,win,1.3,3.7,73
681,349,Lenovo,Notebook,15.6,HD,Unspecified,AMD,E2-9000,2.2,4,SSD,128,AMD,win,2.2,3.2,13
682,699,HP,2 in 1 Convertible,14,FHD,IPS,Intel,i3,2.4,4,SSD,128,Nvidia,win,1.63,4.1,31
683,1294,MSI,Gaming,15.6,FHD,Unspecified,Intel,i7,2.8,16,SSD,256,Nvidia,win,2.4,4.3,135
684,1135,Asus,Ultrabook,14,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Intel,win,1.1,3.7,74
685,495,HP,2 in 1 Convertible,11.6,HD,Unspecified,Intel,Dual Core,1.1,8,SSD,64,Intel,chr,1.4,4.1,447
686,2299,LG,Ultrabook,15.6,FHD,IPS,Intel,i7,1.8,8,SSD,512,Intel,win,1.09,3.7,30
687,1299,Acer,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,16,SSD,256,Nvidia,win,2.5,4.2,139
688,997.9,MSI,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,8,SSD,256,Nvidia,win,2.2,4.4,184
689,419,Asus,Notebook,15.6,HD,Unspecified,Intel,Dual Core,1.1,4,SSD,128,Intel,win,1.86,4.2,5
690,2051,Dell,Gaming,15.6,FHD,Unspecified,Intel,i5,2.5,16,SSD,128,Nvidia,win,3.21,3.5,25
